timestamp,region,voltage_kV,current_A,frequency_Hz,load_mw
2025-05-03 00:18:49.619483,East Coast,115.23094715600531,136.67988762523927,59.94125894395154,186.3424129648781
2025-05-03 00:19:49.619483,South Florida,110.80274707247156,180.2951161902255,60.35990886202574,710.403921802584
2025-05-03 00:20:49.619483,North Florida,113.10222725739644,104.58828456975573,59.873113086943476,1344.7422457642108
2025-05-03 00:21:49.619483,Central Florida,126.46168970013694,72.14885177716863,59.54210286825551,1106.4397131956753
2025-05-03 00:22:49.619483,Panhandle,126.04084049301555,75.43890142090733,60.38397747149274,430.8216430498274
2025-05-03 00:23:49.619483,Central Florida,121.54501198206805,108.70092068435889,60.01876284263829,849.7506574523663
2025-05-03 00:24:49.619483,East Coast,114.4468419242948,150.50687169347168,60.15719474408575,1741.709966738822
2025-05-03 00:25:49.619483,South Florida,122.04096990926631,128.53559650077705,59.80394178905335,1216.3957201808341
2025-05-03 00:26:49.619483,Central Florida,117.45251858363618,121.08268327730698,60.46252753611835,1081.5330588278302
2025-05-03 00:27:49.619483,East Coast,113.15904507321288,197.4937535299697,60.47281122614026,1815.8980455829858
2025-05-03 00:28:49.619483,South Florida,112.37508999145959,157.22943732977146,60.234390288127926,1056.2261061454637
2025-05-03 00:29:49.619483,Panhandle,120.80270012661842,151.48071832546398,59.7200744692496,425.3015226321755
2025-05-03 00:30:49.619483,South Florida,110.94400027466996,57.77879153370646,59.72033005246817,674.5369127750971
2025-05-03 00:31:49.619483,North Florida,123.26873107443289,199.44333683836805,59.654366903592994,1562.3732418818006
2025-05-03 00:32:49.619483,Panhandle,121.09724669579123,103.8834952826337,60.09254828349694,699.0280036640823
2025-05-03 00:33:49.619483,East Coast,120.6731499742747,180.75403370433278,60.430403697938836,511.3495726418274
2025-05-03 00:34:49.619483,East Coast,121.34606792554003,96.43654687805993,59.917631776597965,229.68636132947978
2025-05-03 00:35:49.619483,Panhandle,113.7770818736577,101.42355990078865,60.01896459069074,944.5833736405934
2025-05-03 00:36:49.619483,North Florida,111.9871058207973,165.85574824018545,60.42341033136497,509.5979151028664
2025-05-03 00:37:49.619483,Panhandle,128.91964455038277,134.59437752765965,59.67338463764451,1363.273247097045
2025-05-03 00:38:49.619483,North Florida,127.44581565885528,67.91263901020116,60.181702420813394,294.7280101953455
2025-05-03 00:39:49.619483,Panhandle,119.54119073462017,87.03014777684176,60.2494344302374,1119.3923069624716
2025-05-03 00:40:49.619483,North Florida,129.04581452029956,188.71283352910888,59.89728858739558,1626.3658937049904
2025-05-03 00:41:49.619483,East Coast,126.33282600183666,118.68950893491788,59.88840185393117,1225.1723845211502
2025-05-03 00:42:49.619483,Panhandle,110.16512428981109,71.9915984979694,59.52667625501356,1949.7111424078348
2025-05-03 00:43:49.619483,Panhandle,116.34250434174835,104.45376002132255,60.104828149751214,465.89530905140896
2025-05-03 00:44:49.619483,North Florida,114.9752873376854,74.84267401468321,59.57341171625501,419.40831117851496
2025-05-03 00:45:49.619483,East Coast,110.43512651694162,98.6294953448252,59.993496741379616,1966.7607137248622
2025-05-03 00:46:49.619483,North Florida,111.89371941616874,118.01509571078252,60.46021554490124,385.83198898094645
2025-05-03 00:47:49.619483,South Florida,118.89813864830977,125.20848944289696,59.564076058020035,538.5336553617003
2025-05-03 00:48:49.619483,South Florida,127.16160379309888,142.70033906618437,59.72237734492104,1040.2426188202755
2025-05-03 00:49:49.619483,West Coast,115.49981503178563,134.22671707912232,60.387076219474906,312.1121646933589
2025-05-03 00:50:49.619483,West Coast,126.84123169691259,174.67280577148495,60.25625073426496,524.3556907567755
2025-05-03 00:51:49.619483,Panhandle,125.9728142453886,107.2408066431124,60.05371174327532,1880.2457072906545
2025-05-03 00:52:49.619483,East Coast,111.93264248746317,170.44693952974123,59.81516242741498,809.3436042494441
2025-05-03 00:53:49.619483,North Florida,121.12452737858668,150.6067452109942,59.95811633553373,117.42176747163114
2025-05-03 00:54:49.619483,East Coast,116.58638504681832,172.88849984107387,60.18086467093292,1847.677251431036
2025-05-03 00:55:49.619483,East Coast,129.60397069533815,162.61101207376754,60.07538678994105,1138.764103122323
2025-05-03 00:56:49.619483,Central Florida,116.90880617394173,82.97985233848888,60.17283940969652,1212.804834465514
2025-05-03 00:57:49.619483,Panhandle,115.42449743507828,119.24057185525234,60.44545575913617,762.3684400890106
2025-05-03 00:58:49.619483,West Coast,123.48759792720986,99.74667260414206,60.22117480305124,235.07934017104594
2025-05-03 00:59:49.619483,East Coast,122.2949656108516,145.63496476943808,59.61708262887588,697.6820923157999
2025-05-03 01:00:49.619483,South Florida,127.50483086439573,136.0163375209614,59.96993300007409,576.5537672264027
2025-05-03 01:01:49.619483,Central Florida,118.29124290601044,103.87873157373322,59.95719679155807,1900.5218442958264
2025-05-03 01:02:49.619483,West Coast,115.83677730599729,196.87123703655223,59.57055478816774,1678.6229923745802
2025-05-03 01:03:49.619483,South Florida,120.00364635278441,178.83811936650125,59.613231391831405,1087.1730201660287
2025-05-03 01:04:49.619483,South Florida,113.05820500664171,184.1263836232448,59.64560720895865,1522.1656049791243
2025-05-03 01:05:49.619483,South Florida,121.25898759555699,107.63951764138268,60.1370423681816,932.3983565169618
2025-05-03 01:06:49.619483,Panhandle,117.45877283870998,175.07769835301346,59.82748265109797,159.7968547436517
2025-05-03 01:07:49.619483,Panhandle,123.40479529442595,103.93491341752208,59.60482775057344,884.174586074623
2025-05-03 01:08:49.619483,South Florida,116.0636637016103,166.40634896877006,60.35776220212989,901.9839016962727
2025-05-03 01:09:49.619483,North Florida,114.17318939965318,146.25647598265505,59.63288985835245,1564.6695223321653
2025-05-03 01:10:49.619483,East Coast,125.65254969448942,181.33602862647223,59.6322597865383,1749.6545031340725
2025-05-03 01:11:49.619483,Panhandle,123.98463985821577,186.53709233005446,60.09643935178828,1523.8370138510077
2025-05-03 01:12:49.619483,North Florida,116.37561730289893,153.46203206324947,59.63435924210906,229.48596428036907
2025-05-03 01:13:49.619483,East Coast,115.70325756864365,159.1556018754638,59.576585583970456,1084.7927599426898
2025-05-03 01:14:49.619483,North Florida,111.84326796519098,184.42268504118428,60.11759980976827,1007.5994538779905
2025-05-03 01:15:49.619483,Central Florida,117.75416882124254,187.57256819286448,59.92844597359924,1785.9250024256344
